name,lat,lng,type,state,district,code
Rajula Junction,21.1039988,71.4792058,train_station,,,RLA
Keshod,21.2981273,70.2515019,train_station,,,KSD
Somnath,20.8957174,70.4080467,train_station,,,SMNH
Chorwad Road,21.0539354,70.2902323,train_station,,,CVR
Kodinar,20.7971703,70.6957211,train_station,,,KODR
Delvada,20.7735574,71.0418496,train_station,,,DVA
Fatehabad Chandrawatiganj Junction,23.0110743,75.6735156,train_station,,,FTD
Nauganwan,23.249094,75.1570636,train_station,,,NGW
Arag,16.8225542,74.7882614,train_station,,,ARAG
Sulgare,16.893041,74.9039016,train_station,,,SGRE
Rupnagar,30.9725363,76.5331576,train_station,,,RPAR
Nangal Dam,31.3707741,76.3735024,train_station,,,NLDM
Charkhi Dadri,28.5993709,76.2805574,train_station,,,CKD
Sitapur Junction,27.5582321,80.6990129,train_station,,,STP
Gauri Phanta,28.6812019,80.5544021,train_station,,,GPF
Lakhimpur,27.9471314,80.7772637,train_station,,,LMP
Phardhan,27.9894162,80.6420212,train_station,,,PD
Kathgodam,29.266646,79.5466346,train_station,,,KGM
Haldwani Railway Station,29.2157328,79.5334253,train_station,,,HDW
Tanakpur,29.0673789,80.1094626,train_station,,,TPU
Adarsh Nagar,28.7144008,77.1672884,train_station,,,ANDI
Bharuch Junction,21.7035151,72.9992471,train_station,,,BH
Tulsipur,27.5318766,82.4090082,train_station,,,TLR
Bahraich,27.5821099,81.6073564,train_station,,,BRK
Nepalganj Road,28.0112103,81.6012106,train_station,,,NPR
IGI Airport,28.5564626,77.0866995,train_station,,,APOT
Kalkaji Mandir,28.5494785,77.25909,train_station,,,KJMD
Dhaula Kuan,28.5918719,77.1617158,train_station,,,DKV
Bareilly City,28.3562014,79.4031723,train_station,,,BC
Izatnagar Junction,28.388852,79.4214106,train_station,,,IZN
Sherganj,28.3753705,79.8042521,train_station,,,SNZ
Baghpat Road,28.9573736,77.2720537,train_station,,,BPM
Khekra,28.8713993,77.2889628,train_station,,,KEX
Shri Mahabirji,26.684716,76.9682743,train_station,,,SMBJ
Hindaun City,26.7557873,77.0314809,train_station,,,HAN
New Delhi Airport Express Terminal,28.6424786,77.2231116,train_station,,,NDI
Bharatpur Junction,27.2364861,77.4875907,train_station,,,BTE
Pilioda,26.6059332,76.8640963,train_station,,,PDZ
Chhoti Odai,26.5588634,76.8053466,train_station,,,COO
Gangapur City,26.4681809,76.7266811,train_station,,,GGC
Lalpur Umri,26.4298107,76.6800127,train_station,,,LRU
Palam,28.585353,77.0924713,train_station,,,PM
Bijwasan,28.5369587,77.0512889,train_station,,,BWSN
Anand Vihar Terminal,28.6488509,77.3155003,train_station,,,ANVT
Doomdooma,27.5737889,95.5560055,train_station,,,DUT
Dolavli,18.8331631,73.3203444,train_station,,,DLV
Chowk,18.9025964,73.24025,train_station,,,CHOK
Davanagere,14.4679807,75.9195682,train_station,,,DVG
Jagdalpur,19.0665515,82.0139086,train_station,,,JDB
Jeypore,18.896046,82.5539664,train_station,,,JYP
Chatariput,18.9232259,82.5901195,train_station,,,CTS
Maligura,18.9535944,82.638825,train_station,,,MVG
Kirandul,18.6389296,81.2598722,train_station,,,KRDL
Khopoli,18.788473,73.3460712,train_station,,,KHPI
Peddapalli Junction,18.6137566,79.3923255,train_station,,,PDPL
Pandurangapuram,17.7197694,80.7652606,train_station,,,PGP
Aswapuram,17.8320036,80.8044301,train_station,,,AWM
Chimalpahad,17.493159,80.3834187,train_station,,,CMW
Tadikalapudi,17.5162117,80.4646468,train_station,,,TPY
Bethampudi,17.5293585,80.5286335,train_station,,,BTPD
Gajulagudem,17.6111777,80.6593902,train_station,,,GLE
Dhanuvachapuram,8.3783066,77.1258416,train_station,,,DAVM
Eraniel,8.213429,77.3076322,train_station,,,ERL
Nemom,8.4538721,77.0104923,train_station,,,NEM
Kolaghat,22.4351414,87.8809072,train_station,,,QGT
Kanthi,21.7884623,87.7339077,train_station,,,KATI
Chittoor,13.2193663,79.1033126,train_station,,,CTO
Kadiyam,16.9138045,81.8318163,train_station,,,KYM
Tanuku,16.752289,81.6740039,train_station,,,TNKU
Pulla,16.8096208,81.3234094,train_station,,,PUA
Mallemadugu,17.3246996,80.160559,train_station,,,MLMG
Papatapalli,17.3729924,80.1759863,train_station,,,PPY
Ashokapuram,12.2740878,76.6360115,train_station,,,AP
Krishnarajasagara,12.4010377,76.5671767,train_station,,,KJS
Naganahalli,12.3786283,76.6507744,train_station,,,NHY
Banskho,26.8573124,76.1684181,train_station,,,BSKO
Dausa,26.9001256,76.3306011,train_station,,,DO
Summer Hill,31.1084158,77.1390403,train_station,,,SHZ
Jutogh,31.101442,77.1223602,train_station,,,JTO
Taradevi,31.0761952,77.1396526,train_station,,,TVI
Shoghi railway station,31.0390358,77.1247482,train_station,,,SGS
Kanoh,30.9918762,77.117454,train_station,,,KANO
Kandaghat,30.9662763,77.1075184,train_station,,,KDZ
Salogra,30.934895,77.1308917,train_station,,,SLR
Solan,30.9083823,77.0983603,train_station,,,SOL
Kumarhatti,30.889192,77.0561745,train_station,,,KMTI
Dharampur Himachal,30.9003323,77.0236434,train_station,,,DMP
Sonwara,30.8944372,77.004641,train_station,,,SWO
Jabli,30.882141,76.9920345,train_station,,,JBL
Koti,30.8521234,76.9940495,train_station,,,KOTI
Gumman,30.8422079,76.9717678,train_station,,,GMM
Taksal,30.844939,76.9540411,train_station,,,TSL
Barog,30.8899327,77.0823928,train_station,,,BOF
Shimla,31.1024672,77.1600593,train_station,,,SML
Baramula,34.2206866,74.3883075,train_station,,,BRML
Kheta Sarai,25.9660156,82.6891591,train_station,,,KS
Mihrawan,25.8707373,82.6939154,train_station,,,MIH
Harpalganj,25.9471778,82.4050406,train_station,,,HRPG
Bakhsha,25.7860239,82.5693348,train_station,,,BKSA
Sri Krishna Nagar,25.8835934,82.4490253,train_station,,,SKN
Sathiaon,26.0344068,83.2873451,train_station,,,SAA
Muhammadabad,26.0263318,83.3758514,train_station,,,MMA
Khurahat,25.9852592,83.4553541,train_station,,,KRT
Azamgarh,26.039014,83.1617133,train_station,,,AMH
Hirakud,21.4798269,83.905355,train_station,,,HKG
Barang Junction,20.404384,85.8320554,train_station,,,BRAG
Cauvery,11.3510819,77.7609714,train_station,,,CV
Simhachalam North,17.7518491,83.2096998,train_station,,,SCMN
Duvvada,17.7035979,83.1513762,train_station,,,DVD
Anakapalle,17.6946307,83.0086484,train_station,,,AKP
Thadi,17.6864519,83.0667501,train_station,,,THY
Angul,20.8602508,85.1021043,train_station,,,ANGL
Rairakhol,21.0462204,84.3333106,train_station,,,RAIR
Sambalpur City,21.476515,84.0076678,train_station,,,SBPY
Talcher,20.9322302,85.2005822,train_station,,,TLHR
Talcher Road Junction,20.8867714,85.2083046,train_station,,,TLHD
Jharsuguda Junction,21.8632067,84.018896,train_station,,,JSG
Upleta,21.7466811,70.2821426,train_station,,,UA
Dhoraji,21.7220402,70.4443401,train_station,,,DJI
Navagadh,21.7640594,70.6166597,train_station,,,NUD
Dwarka,22.2504892,68.9801474,train_station,,,DWK
Baradiya,22.1954829,69.0234446,train_station,,,BRDA
Sikka,22.4349111,69.8391105,train_station,,,SIKA
Hapa,22.4685763,70.1178364,train_station,,,HAPA
Kanalus Junction,22.3195174,69.896293,train_station,,,KNLS
Badgam station,34.0385248,74.7360163,train_station,,,BDGM
Ambabadi Metro (u/c),26.9397287,75.7777965,train_station,,,
Tati,22.5458371,84.9158671,train_station,,,TATI
Kanaroan,22.6026397,84.8777683,train_station,,,KNRN
Dr. Ambedkar Nagar,22.5555977,75.7709215,train_station,,,DADN
Bhanvad,21.9333303,69.7984765,train_station,,,BNVD
Lalpur Jam,22.193362,69.953198,train_station,,,LPJ
Jam Jodhpur,21.9066858,70.0312555,train_station,,,JDH
Sadhli,21.9856387,73.2908344,train_station,,,SHL
Moti Koral,21.8352421,73.2044654,train_station,,,MKRL
Jambusar Junction,22.0463866,72.814113,train_station,,,JMB
Vishvamitri Jn. (NG),22.2840125,73.1794959,train_station,,,VSI
Kavi,22.1923911,72.6304563,train_station,,,KAVI
Choranda Junction,21.991478,73.1682583,train_station,,,CRND
Chital,21.7453791,71.2187917,train_station,,,CTL
Khijadiya Junction,21.740905,71.2762871,train_station,,,KJV
Chalala,21.415134,71.1617694,train_station,,,CLC
Dhari Junction,21.3268106,71.0277424,train_station,,,DARI
Bharwari,25.5597881,81.4903477,train_station,,Kaushambi,BRE
Khambhat,22.3234609,72.6301224,train_station,,,CBY
Jalamb Junction,20.8127812,76.5729835,train_station,,,JM
Khamgaon,20.7080814,76.5708677,train_station,,,KMN
Patranga,26.8251313,81.626136,train_station,,,PTH
Daryabad,26.8621598,81.5500709,train_station,,,DYD
Venkatachalam Junction,14.3270809,79.9273263,train_station,,,VKT
Vedayapalem,14.4053077,79.9574923,train_station,,,VDE
Fatehgarh,27.3700748,79.620752,train_station,,,FGR
Balrampur,27.4156351,82.1609777,train_station,,,BLP
Chanpatia,26.9421299,84.5308337,train_station,,,CAI
Bapudham Motihari,26.6540761,84.9051074,train_station,,,BMKI
Chinna Salem,11.6314243,78.8743248,train_station,,,CHSM
Motipur,26.2571026,85.1688931,train_station,,,MTR
Kaparpura,26.1639202,85.3260238,train_station,,,KVC
Kanti,26.1998948,85.2857946,train_station,,,KTI
Prinsep Ghat,22.5565925,88.3314074,train_station,,,PPGT
Baranagar Road,22.6534856,88.3788583,train_station,,,BARN
Dum Dum Cantonment,22.6364899,88.4120228,train_station,,,DDC
Nalwar,16.936031,77.0194415,train_station,,,NW
Dudhani,17.3626389,76.3802855,train_station,,,DUD
Riga,26.6429298,85.4284373,train_station,,,RIGA
Sopur,34.2580062,74.4511792,train_station,,,SXZM
Hamre,34.2225591,74.5121644,train_station,,,HME
Bairagnia,26.7373907,85.275868,train_station,,,BGU
Dhang,26.7178569,85.3531805,train_station,,,DAG
Kundwa Chainpur,26.7710186,85.1853442,train_station,,,KWC
Ghorasahan,26.8207345,85.1272683,train_station,,,GRH
Panzgom,33.8464296,75.0385725,train_station,,,PJGM
Sadura,33.6756087,75.1362981,train_station,,,SDUA
Anantnag,33.7385845,75.1074346,train_station,,,ANT
Awantipura,33.8879974,74.9918921,train_station,,,ATPA
Bijbiara,33.7895162,75.0756994,train_station,,,BJBA
Chauradano,26.8508339,85.0175744,train_station,,,CAO
Adapur,26.9254921,84.9417997,train_station,,,ADX
Pachrukhi,26.1617867,84.4168637,train_station,,,PCK
Chainwa,26.0220115,84.4965426,train_station,,,CW
Bhivpuri Road,18.9705491,73.3314374,train_station,,,BVS
Shelu,19.063516,73.3179261,train_station,,,SHLU
Khari,33.3875463,75.1404509,train_station,,,
Basindahar,33.1702545,75.0389379,train_station,,,
Sangaldan,33.2444471,75.0876729,train_station,,,
Sumber,33.2983934,75.1169406,train_station,,,SMBR
Chak Rakhwal,32.9419072,75.0828108,train_station,,,CRWL
Ramnagar (J&K),32.8448856,75.150971,train_station,,,RMJK
Bajalta,32.7620549,74.9521235,train_station,,,BLA
Manwal,32.7689671,75.132188,train_station,,,MNVL
Sangar,32.8047074,75.0501682,train_station,,,SGRR
Palwal,28.1515806,77.3417952,train_station,,,PWL
Jogiara,26.406998,85.7459393,train_station,,,JGA
Janakpur Road,26.468785,85.7008073,train_station,,,JNR
Ghogardiha,26.2826603,86.4687118,train_station,,,GGH
Rajanagar,26.4017708,86.1533862,train_station,,,RJA
Pandaul,26.2687155,86.0892631,train_station,,,PDW
Purnia Court,25.7953846,87.4751921,train_station,,,PRNC
Khajauli,26.4840688,86.1617694,train_station,,,KJI
Pandillapalli,17.1722859,80.1703252,train_station,,,PNDP
Auvaneeswaram,9.0352276,76.8520854,train_station,,,AVS
Bhadravati,13.8426425,75.7034692,train_station,,,BDVT
Rasipuram,11.4537338,78.1784576,train_station,,,RASP
Namakkal,11.2260125,78.1790621,train_station,,,NMKL
Devangonthi,12.9851478,77.8312945,train_station,,,DKN
Kannur,11.8718213,75.3676065,train_station,,,CAN
Tenkasi Junction,8.9644856,77.3062335,train_station,,,TSI
Virinchipuram,12.9622002,79.0299145,train_station,,,VJ
Magudanchavadi,11.5514013,77.9877116,train_station,,,DC
Vijayamangalam,11.1962849,77.5217144,train_station,,,VZ
Totiyapalayam,11.2919975,77.6811652,train_station,,,TPM
Karuppur,11.7241736,78.0898855,train_station,,,KPPR
Anangur,11.3984251,77.8209888,train_station,,,ANU
Danishpet,11.8585152,78.1380371,train_station,,,DSPT
Tinnappatti,11.8123622,78.0983321,train_station,,,TNT
Barkhera,22.9168461,77.6500363,train_station,,,BKA
Obaidullaganj,22.9950724,77.5874655,train_station,,,ODG
Misrod,23.1684964,77.4586234,train_station,,,MSO
Betul,21.8971699,77.9061703,train_station,,,BZU
Maramjhiri,21.9445336,77.8834156,train_station,,,MJY
Malkapur Road,21.9047135,77.9668799,train_station,,,MALK
Wagholi,20.5820092,78.772122,train_station,,,WG
Gumgaon,20.9939251,79.0301263,train_station,,,GMG
Seloo Road,20.7770798,78.7157668,train_station,,,SLOR
Katol,21.2634169,78.5904789,train_station,,,KATL
Kalambha,21.3443792,78.5588001,train_station,,,KLBA
Narkher,21.4696773,78.5253131,train_station,,,NRKR
Chichonda,21.7092871,78.3525465,train_station,,,CCD
Bhandak,20.084731,79.1133185,train_station,,,BUX
Sanjhauli Halt,25.1430353,84.190648,train_station,,,SJV
Piro,25.3199335,84.4088231,train_station,,,PIRO
Bikramganj,25.2203109,84.2756203,train_station,,,XBKJ
Garhani,25.4116808,84.5701054,train_station,,,GQN
Charpokhari Halt,25.3597069,84.4862328,train_station,,,CRQ
Udwant Nagar Halt,25.5174884,84.6256485,train_station,,,UWNR
Semraon,25.3944541,84.5262612,train_station,,,SRMN
Panisagar,24.2745283,92.1502149,train_station,,,PASG
Falaknuma,17.3326604,78.4751984,train_station,,,FM
Jungametta (u/c),17.3353179,78.4683887,train_station,,,
Charminar (u/c),17.3619252,78.4799909,train_station,,,
Shamserganj (u/c),17.3408101,78.4683869,train_station,,,
Shah Ali Banda (u/c),17.3507744,78.4723504,train_station,,Hyderabad,
Falaknuma Terminal (u/c),17.3317141,78.4699981,train_station,,,
Salar Jung Museum (u/c),17.3717823,78.4822609,train_station,,,
Bhadli,21.0231855,75.6751728,train_station,,,BDI
Nandgaon,20.3094018,74.6597622,train_station,,,NGN
Hathidah Junction Upper Station,25.3673747,85.9884098,train_station,,,HTZU
Rahui Road,25.2735612,85.5307405,train_station,,,RRE
Wena,25.3263216,85.5322009,train_station,,,WENA
Sadisopur,25.5664998,84.91709,train_station,,,SDE
Patel Halt,25.5638202,84.8957633,train_station,,,PATL
Sanchi,23.4876339,77.7360676,train_station,,,SCI
Raghunathpur Railway Station,25.5651559,84.3059563,train_station,,,RPR
Alappuzha,9.4846528,76.3223403,train_station,,,ALLP
Mararikulam,9.5977041,76.3180189,train_station,,,MAKM
Raichur,16.1928034,77.338997,train_station,,,RC
Twining Ganj,25.5690003,84.2180813,train_station,,,TWG
Proddatur,14.7585646,78.5221237,train_station,,,PRDT
Karimnagar,18.4589655,79.1424785,train_station,,,KRMR
Rajahmundry,16.9840432,81.7839579,train_station,,,RJY
Bagdogra,26.6981094,88.3245465,train_station,,,BORA
Hamiltonganj,26.6888466,89.4209718,train_station,,,HOJ
Hasimara,26.7269507,89.3472997,train_station,,,HSA
New Baneswar,26.3945597,89.5105789,train_station,,,NBS
Naksalbari,26.6798838,88.19857,train_station,,,NAK
Galgalia,26.5274342,88.1133825,train_station,,,GAGA
Chalsa,26.8821508,88.7982502,train_station,,,CLD
Krishnai,26.0783016,90.679881,train_station,,,KRNI
Pancharatna,26.1584097,90.5557927,train_station,,,PNVT
Mohanbari,27.4570405,95.0191465,train_station,,,MHBD
Rupai,27.5998165,95.5569781,train_station,,,RPY
Patliputra,25.6216198,85.0688695,train_station,,,PPTA
Gauribidanur,13.6134495,77.5131354,train_station,,,GBD
Sukna,26.7906957,88.363364,train_station,,,SN
Kasargod,12.4914722,74.9877613,train_station,,,KGQ
Kazhakuttam,8.556815,76.8727534,train_station,,,KZK
Koduru,13.9486651,79.3465739,train_station,,,KOU
Chhapra Kacheri,25.7858525,84.745921,train_station,,Saran,CI
Thawe Junction,26.4388713,84.394069,train_station,,,THE
Siwan Junction,26.2106493,84.3585631,train_station,,,SV
Umroli,19.7557614,72.7604506,train_station,,,UOI
Navsari,20.9481307,72.9130969,train_station,,,NVS
Boisar,19.7984865,72.761452,train_station,,,BOR
Kelve Road,19.6240526,72.7911751,train_station,,,KLV
Nandurbar,21.3737635,74.2445558,train_station,,,NDB
Pakhruli,26.2052761,82.1232637,train_station,,,PKX
Rauzagaon,26.7863935,81.7053471,train_station,,,RZN
Hathras City,27.5997984,78.0544885,train_station,,,HTC
Hathras Road,27.6230519,78.1383999,train_station,,,HTJ
Gauriganj,26.2040212,81.6856692,train_station,,,GNG
Talakhajuri,26.17723,81.7365288,train_station,,,TLKH
Bani,26.2332151,81.6109566,train_station,,,BANI
Jais,26.26203,81.519591,train_station,,,GUGD
Gursahaiganj,27.1180386,79.7334274,train_station,,,GHJ
Kannauj,27.0281287,79.9249069,train_station,,,KJN
Bhind,26.5884918,78.7771882,train_station,,,BIX
Bhongaon,27.259198,79.166469,train_station,,,BGQ
Rayaru,26.306033,78.1301513,train_station,,,RRU
Sikandra Rao,27.6843706,78.3883146,train_station,,,SKA
Sanichara,26.3636637,78.1984721,train_station,,,SAC
Lalganj,26.17239,80.9732548,train_station,,,LLJ
Talaku,14.446083,76.6750715,train_station,,,THKU
Rayadurg Junction,14.7051938,76.8569165,train_station,,,RDG
Molakalmuru,14.7096429,76.746219,train_station,,,MOMU
Arsikere Junction,13.3137821,76.253199,train_station,,,ASK
Daroji,15.2266609,76.7011143,train_station,,,DAJ
Toranagallu Junction,15.2029326,76.6631417,train_station,,,TNGL
Challakere,14.3152223,76.6599323,train_station,,,CHKE
Gadiganuru,15.2185465,76.5992329,train_station,,,GNR
Koppala,15.3538691,76.144906,train_station,,,KBL
Unchahar Junction,25.9032351,81.2999494,train_station,,,UCR
Anantapur,14.6862885,77.5952461,train_station,,,ATP
Khadarpet,14.9827814,77.54255,train_station,,,KDT
Teghra,25.5105069,85.9417046,train_station,,,TGA
Rampur Dumra,25.3307879,86.000642,train_station,,,RDUM
New Barauni Junction,25.4564458,86.0066376,train_station,,,NBJU
Qazigund,33.5886714,75.1580264,train_station,,,QG
Bithoor,26.6035552,80.2724288,train_station,,,BRT
Bishnathganj,25.8015219,81.9348733,train_station,,,SBTJ
Sirathu,25.6488883,81.320152,train_station,,,SRO
Changanasseri,9.4488743,76.5486688,train_station,,,CGY
Dumra,26.562273,85.5334033,train_station,,,DUMR
Chandur Bazar,21.2196804,77.7420844,train_station,,,CNDB
New Amravati,20.9030406,77.7329016,train_station,,,NAVI
Murtajapur (NG),20.7370947,77.3545864,train_station,,,
Murtajapur,20.7364495,77.3552754,train_station,,,MZR
Rasulabad,25.8266714,80.9769195,train_station,,,RUB
Sirsaul,26.2958321,80.464136,train_station,,,SSL
Madan Mahal,23.160281,79.9207952,train_station,,,MML
Atarra,25.2907404,80.5769711,train_station,,,ATE
Chitrakut Dham Karwi,25.2173874,80.9236326,train_station,,,CKTD
Kadur Junction,13.5502511,76.0087022,train_station,,,DRU
Chikkamagaluru,13.3032152,75.7887158,train_station,,,CMGR
Azimganj Junction,24.2300417,88.2599099,train_station,,,AZ
Manigram,24.3431422,88.1080981,train_station,,,MGLE
Poradanga Halt,24.262178,88.2252169,train_station,,,PRDG
Nalhati Junction,24.2958893,87.8385235,train_station,,,NHT
Kamarkundu,22.8216769,88.2047303,train_station,,,KQU
Nagbhir (NG),20.5802171,79.7001776,train_station,,,NABN
Sindewahi,20.2966832,79.6698255,train_station,,,SYE
Manikgarh Junction,19.7876948,79.3986002,train_station,,,MAGH
Balharshah,19.8499139,79.3478101,train_station,,,BPQ
Mul Marora,20.0538719,79.6588768,train_station,,,MME
Rajoli,20.1891203,79.6885035,train_station,,,ROL
Chanda Fort,19.9402881,79.3126355,train_station,,,CAF
Pandar Pawani,19.7573853,79.2792453,train_station,,,PRPI
Baiyyappanahalli Junction,12.9912092,77.6517139,train_station,,,BYPL
Sovabazar Ahiritola,22.5975289,88.3549336,train_station,,,SOLA
Whitefield,12.9963995,77.7614229,train_station,,,WFD
Bindki Road,26.1165351,80.5807667,train_station,,,BKO
New Guntur,16.3101019,80.4572143,train_station,,,NGNT
Ghatampur,26.1514824,80.1746452,train_station,,,GTM
Patara,26.2327936,80.2039135,train_station,,,PTRE
Mani Mau,26.9892954,79.9654104,train_station,,,MNMU
Aroul,26.9206437,80.0189512,train_station,,,ARL
Bilhaur,26.8396567,80.0606352,train_station,,,BLU
Barrajpur,26.6858612,80.1389772,train_station,,,BJR
Utripura,26.7402167,80.0959955,train_station,,,UTP
Takia,26.3112672,80.7816027,train_station,,,TQA
Bhadri,25.6770497,81.5678613,train_station,,,BHDR
Ram Chaura Road,25.6088888,81.6883543,train_station,,,RMC
Suraimanpur,25.8083103,84.4812711,train_station,,,SIP
Sahatwar,25.8277814,84.2958727,train_station,,,STW
Nagsar Halt,25.4999548,83.6451878,train_station,,,NXR
Bakulha,25.7979298,84.542628,train_station,,,BKLA
Bhadaura,25.45113,83.7393918,train_station,,,BWH
Bansdih Road,25.8113577,84.2148223,train_station,,,BCD
Nagasamudram,14.3218401,77.6434637,train_station,,,NGM
Chauri Chaura,26.645012,83.5873104,train_station,,,CC
Tamkuhi Road,26.7242174,84.2278795,train_station,,,TOI
Dudahi,26.7987511,84.1413729,train_station,,,DUE
Tiruppur,11.1082216,77.3398693,train_station,,,TUP
Gauri Bazar,26.5948552,83.6680744,train_station,,,GB
Naugarh,27.2748041,83.088518,train_station,,,NUH
Eden Gardens,22.5639153,88.3383211,train_station,,,EDG
BBD Bagh,22.5768421,88.3466282,train_station,,,BBDB
Gainsari Junction,27.5271027,82.5470614,train_station,,,GIR
Nanpara Junction,27.8601945,81.5126882,train_station,,,NNP
Pachperwa,27.5299495,82.6390221,train_station,,,PPW
Chilwariya,27.5001205,81.6864014,train_station,,,CLW
Payagpur,27.4070522,81.777023,train_station,,,PDR
Bisheshwarganj,27.3429622,81.8322065,train_station,,,BEU
Tripunittura,9.9497664,76.3526309,train_station,,,TRTR
Verka Junction,31.6661832,74.9325069,train_station,,,VKA
Train Station,31.2019784,75.8611866,train_station,,,
Jagadhri Workshop,30.1358522,77.2423298,train_station,,,JUDW
Yamunanagar Jagadhri,30.117322,77.2876637,train_station,,,YJUD
Khanapur,15.6377745,74.4997035,train_station,,,KNP
Chakarlapalli,13.9975904,77.582855,train_station,,,CPL
Paintepur,27.2389251,81.1516405,train_station,,,PPE
Periyanaga Thunai,12.5593958,77.9112129,train_station,,,PRNT
Jharekapur,27.6752002,80.728704,train_station,,,JKP
Oel,27.8309754,80.7537023,train_station,,,OEL
Karavadi,15.5526462,80.1135316,train_station,,,KRV
Ammanabrolu,15.5965906,80.148985,train_station,,,ANB
Hardoi,27.4000849,80.1475002,train_station,,,HRI
Ramkot,27.5263398,80.5916176,train_station,,,RAK
Baghauli,27.2279754,80.2964466,train_station,,,BGH
Hempur,27.6165413,80.5707071,train_station,,,HMP
Misrikh Tirath,27.429474,80.536275,train_station,,,MSTH
Jung Bahadurgnj,27.7690469,80.1729207,train_station,,,JBG
Anupgarh,29.1967444,73.2046162,train_station,,,APH
Rasuriya,28.2642313,79.4745493,train_station,,,RYS
Baheri,28.7781228,79.500543,train_station,,,BHI
Kichha,28.9129428,79.519706,train_station,,,KHH
Khiria Khurd,27.9844589,79.8862252,train_station,,,KIE
Asafpur,28.4052913,78.9056184,train_station,,,AFR
Makrandpur,28.2126983,79.2899871,train_station,,,MQP
Sirsi Mukhdampur,28.6343681,78.6417071,train_station,,,SRMP
Raja Ka Sahaspur Junction,28.6278013,78.7797009,train_station,,,RJK
Sambhal,28.5971718,78.5684597,train_station,,,SHTS
Bahjoi,28.4007003,78.6302306,train_station,,,BJ
Babrala,28.266646,78.4035031,train_station,,,BBA
Udvada,20.4621395,72.9190049,train_station,,,UVD
Bilaspur Road,28.8650884,79.2538182,train_station,,,BLQR
Kemri,28.8111515,79.2012498,train_station,,,KEMR
Rudrapur City Railway Station,28.9695395,79.3797979,train_station,,,RUPC
Ahmedgarh,30.6834952,75.8290011,train_station,,,AHH
Chandpur,29.1320908,78.2766422,train_station,,,CPS
Mandi Dhanaura,28.9528324,78.2614111,train_station,,,MNDR
Bijnor,29.3856828,78.1467987,train_station,,,BJO
Khari Jhalu,29.3335146,78.2148637,train_station,,,KJLU
Haldaur,29.2905756,78.2751387,train_station,,,HLDR
Nagina,29.4382695,78.4237154,train_station,,,NGG
Balawali,29.6281882,78.1115202,train_station,,,BLW
Basi Kiratpur,29.4969771,78.2134022,train_station,,,BSKR
Chandok,29.5771566,78.152769,train_station,,,CNK
Fazalpur,29.5931855,78.2775024,train_station,,,FZL
Kumarghat,24.1511427,92.035408,train_station,,,KUGT
Ambassa,23.9311541,91.8611485,train_station,,,ABSA
Mungiakami,23.8849008,91.7120232,train_station,,,MGKM
Kurraiya,28.3998889,80.2599634,train_station,,,KRYA
Bhira Kheri,28.3355648,80.4873258,train_station,,,BIK
Gola Gokarannath,28.0831402,80.4767483,train_station,,,GK
Mihinpurwa,28.026804,81.3851977,train_station,,,MIN
Baman Heri,29.5106686,77.7065047,train_station,,,BMHR
Rampur Maniharn,29.805291,77.4596338,train_station,,,RPMN
Nanauta,29.7027806,77.4397053,train_station,,,NNX
Shamli,29.444942,77.3166981,train_station,,,SMQL
Thana Bhawan,29.6149564,77.4201253,train_station,,,THBN
Muzaffarnagar,29.470013,77.7081822,train_station,,,MOZ
Kandhla,29.3239298,77.2925329,train_station,,,KQL
Chandanagar,17.4872976,78.3322142,train_station,,,CDNR
Deoband,29.67959,77.6708855,train_station,,,DBD
Rohana Kalan,29.5758876,77.6861105,train_station,,,RNA
Talheri Buzurg,29.7670022,77.644535,train_station,,,THJ
Thana Bhawan Town,29.5927617,77.4111951,train_station,,,TBTN
Baraut,29.0969176,77.2729245,train_station,,,BTU
Qasimpur Kheri,29.1827849,77.2859874,train_station,,,KPKI
Dhule,20.8878255,74.7682128,train_station,,,DHI
Jamdha,20.5735883,74.9862812,train_station,,,JMD
Shirud,20.734041,74.8780701,train_station,,,SHF
Mordad Tanda,20.679878,74.9158303,train_station,,,MWK
Borvihir,20.7838258,74.8413191,train_station,,,BRVR
Rajmane,20.6414333,74.9425626,train_station,,,RM
Mohadi Pragane Laling,20.8628856,74.7794457,train_station,,,MHAD
Ambewadi,15.2729107,74.6174336,train_station,,,AVA
Kanpur Anwarganj,26.4558434,80.3281028,train_station,,,CPA
Bhadohi,25.3949665,82.5587121,train_station,,,BOY
Lusa,24.8762706,82.8429524,train_station,,,LUSA
Saktesgarh,24.9992931,82.8215572,train_station,,,SKGH
Mahuariya,24.2270038,83.3101933,train_station,,,MXY
Wyndhamganj,24.2633842,83.4013405,train_station,,,WDM
Duddhinagar,24.2086163,83.2166104,train_station,,,DXN
Jharokhas,24.179468,83.1640698,train_station,,,JRQ
Billi Junction,24.4619706,83.0191726,train_station,,,BXLL
Chopan,24.513559,83.0263892,train_station,,,CPU
Churk,24.6507981,83.1032101,train_station,,,CUK
Kangra,32.0851478,76.2626658,train_station,,,KGRA
Dera Baba Nanak,32.0249054,75.0141992,train_station,,,DBNK
Manigachi,26.2145697,86.146249,train_station,,,MGI
Kakarghatti,26.1834668,85.9485796,train_station,,,KKHT
Vindhyachal Railroad Station,25.1602259,82.5024648,train_station,,,BDL
Karchana,25.3135857,81.9160153,train_station,,,KCN
Khairahi,24.8019706,82.9861363,train_station,,,KHRY
Mariahu,25.5968769,82.5979649,train_station,,,MAY
