name,lat,lng,type,state,district
VMPIM,23.5288222,72.4573897,university,,
UVPCE,23.5286773,72.4580409,university,,
Workshops,23.5277194,72.4575037,university,,
University,23.5280099,72.4594706,university,,
University,23.5271326,72.4590052,university,,
University,23.5259227,72.458246,university,,
University,23.5244171,72.4549429,university,,
University,23.5240159,72.4558918,university,,
University,23.5285839,72.4552378,university,,
University,23.5287389,72.4558974,university,,
NIELIT Gorakhpur,26.7285652,83.4342065,university,,
Mechanical Workshop,26.7297498,83.4350798,university,,
Sri mahalakshmi polytechique college,11.6359677,79.7337162,university,,
VETERINARY COLLEGE ANAND,22.53953,72.9607171,university,,
ANAND AGRICULTURAL UNIVERSITY - AAU,22.5357762,72.9748028,university,,
COLLEGE OF FOOD TECHNOLOGY,22.536751,72.9663425,university,,
IRMA INSTITUTE OF RURAL MANAGEMENT,22.5385108,72.9731152,university,,
Dept. of Management,8.5641665,76.8861991,university,,
Dept. Of Law,8.5641022,76.8860283,university,,
Dept. Of Commerce,8.5640298,76.8858982,university,,
holy cross educational institute,10.8261021,78.6900157,university,,
Sidho-Kanho-Birsha University,23.3613452,86.3397664,university,West Bengal,Purulia
Vallabh Government College Mandi,31.7053591,76.9378346,university,,
Ground,14.4711299,78.7050094,university,,
Dr Rajendra Gade Institute of Technology,20.9422924,77.8434563,university,,
Karnataka State Law University,15.4011019,75.0759669,university,,
KLE Technological University,15.3689037,75.1214505,university,,
IMS Unison Unversity,30.3998367,78.0778018,university,,
DIT University,30.3983396,78.0753455,university,,
ranchi womens college,23.3795613,85.3297516,university,,
statistics department,21.2448382,81.5942487,university,,
Dr. Rajendra Prasad Central Agriculture University,25.9860034,85.6753748,university,,
Electrical Engineering Department,22.4963206,88.3716345,university,,
High Tension Laboratory,22.4961939,88.3713472,university,,
Anna University Regional Campus Coimbatore,11.0420716,76.8860315,university,,
geethanjali college of engineering,17.5210322,78.6310281,university,,
Navrachana University,22.2927001,73.122261,university,,
Kumaun University (Admin Block),29.3911519,79.4459029,university,,
Indian Institute of Management Kashipur,29.1847115,79.0000462,university,,
Eternal University,30.7558509,77.2987962,university,,
Central University of TamilNadu,10.8119244,79.6154067,university,,
Mar Augusthinose College,9.7994013,76.6639505,university,,
GURUKUL,18.2975689,75.9446979,university,,
Central University of Punjab,30.1401932,74.7909105,university,,
Sri Krishnadevaraya University,14.6103133,77.6472849,university,,
Uttarakhand University of Horticulture & Forestry,30.0595303,79.0002551,university,,
Dr. C. V. Raman University,22.0145711,82.9593486,university,,
Markazu Sultaniyya,9.209264,78.7155576,university,,
JD INTERNATIONAL,23.0545014,69.6105981,university,,
Techno India University,22.5760302,88.4284409,university,,
Kannur University,11.9832175,75.3642611,university,,
University,10.995084,76.1821054,university,,
Martin Luther Christian University,25.5705172,91.9216394,university,,
"Rajiv Gandhi Indian Institute of Management, Shillong",25.5587389,91.904095,university,,
Central University of Kerala Capital centre,8.5237709,76.9452618,university,,
Baba Farid University of Health Sciences,30.6836576,74.7348714,university,,
Mohanlal Sukhadia University,24.5943688,73.7316634,university,,
IMR College,21.0015578,75.559997,university,Maharashtra,Jalgaon
Nattika B-ed center,10.4095815,76.0960019,university,,
Rajasthan University,26.8877852,75.8138009,university,,
University of Kashmir (South Campus),33.7271207,75.1672013,university,,
National Institute of Technologies Puducherry,10.9850622,79.8443779,university,,
University College of Engineering & Technology for women,18.0221903,79.5505197,university,,
Visva-Bharati University,23.6794559,87.689454,university,,Birbhum
Fellowship School of Nursing,9.372533,76.6543876,university,,
Government Junior College,17.3221284,78.4009874,university,,
Spring Field High School,17.3214539,78.4019895,university,,
PVN Telangana State Veterinary University,17.3204193,78.4017426,university,,
Adarsh Vidyalaya High School,17.3185143,78.4038345,university,,
AINP on Vertebrate Pest Management PJTS Agricultural University,17.3270149,78.4104749,university,,
University,17.4422278,78.4589938,university,,
NATIONAL HIGH SCHOOL,17.4404381,78.4548172,university,,
National School,17.439868,78.4567037,university,,
Chinmaya Vidyalaya,17.4353968,78.4583742,university,,
Tulasi High School,17.4020515,78.4446463,university,,
G.Narayanamma High School,17.391815,78.4427097,university,,
Happy Scholars School,17.3927161,78.4443244,university,,
Shums The School,17.3924836,78.4442748,university,,
Happay Scholars School,17.3914861,78.4452494,university,,
HPS Kids Mehdipatnam,17.3919954,78.444446,university,,
"Vikas Vidyalaya High School , Asifnagar",17.3916425,78.4440107,university,,
Peace Angels High School,17.3906223,78.4426149,university,,
Sunrise High School,17.3896623,78.4430524,university,,
SunRise High School,17.3893911,78.4428517,university,,
Astrokids Techno School,17.3889843,78.442378,university,,
Sradha Play School,17.3885388,78.442775,university,,
Hidayah Islamic International School - Mehdipatnam,17.386989,78.442272,university,,
The Divine Touch Pre School,17.3839597,78.439861,university,,
St. Mary's High School,17.3840114,78.4389701,university,,
MNR School of Excellence,17.3833614,78.4378852,university,,
Krishnaveni Talent School,17.3825929,78.4385934,university,,
Vivekananda High School,17.3846701,78.4382979,university,,
DPS Future Windows School,17.3902275,78.4359297,university,,
Isra School For Early Learners,17.3924427,78.4332714,university,,
Kidzee,17.3917777,78.4335037,university,,
Sun Beam Kids,17.3906951,78.4281251,university,,
Gautam Vidhyalaya,17.3931587,78.4307287,university,,
VIP International School,17.3848705,78.4299424,university,,
Iqra International School,17.3770594,78.4312693,university,,
heera international school,17.3678618,78.4311608,university,,
New Brilliant High School,17.366665,78.4296755,university,,
BHARATHI HIGH SCHOOL,17.3782153,78.4356797,university,,
Sri Sai Surya High School,17.3707564,78.44202,university,,
Indian High School,17.3688217,78.4466279,university,,
Dew Drops High School,17.3726843,78.4504049,university,,
Mesco Grades High School,17.3723566,78.4512605,university,,
Jyothi Memorial Good Shepherd High School,17.3815923,78.4673148,university,,
New Paramount High School,17.3789287,78.4641779,university,,
LMG High School,17.3762245,78.4672731,university,,
Decent High School,17.4169035,78.4985094,university,,
Govt Girls High School,17.4189264,78.5003002,university,,
Modern High School,17.4144712,78.499219,university,,
Musheerabad Public High School,17.4182177,78.5018142,university,,
Radiant High School,17.419326,78.5042977,university,,
kakatiya high school,17.4193915,78.5058749,university,,
KRISHNAVENI TALENT SCHOOL,17.418597,78.5058844,university,,
Blue Birds High School,17.4177504,78.5060257,university,,
MARTINET HIGH SCHOOL,17.415587,78.5037177,university,,
Modern High School,17.415482,78.5020467,university,,
Martinet High School,17.4148758,78.5015916,university,,
Red Convent High School,17.4131064,78.5015336,university,,
Ram Nagar High School,17.4094797,78.5060608,university,,
Holy Trinity High School,17.4104117,78.5065615,university,,
Luna high School,17.4113057,78.5068802,university,,
Vijay Bharathi Model High School,17.4112786,78.5064382,university,,
KAKATIYA TECHNO SCHOOL,17.4130521,78.5056436,university,,
Mother Teresa's High School,17.4128856,78.5064648,university,,
St Pious X School,17.4136041,78.5069181,university,,
New Martinet High School,17.4152247,78.5078885,university,,
Lotus Model School,17.4088025,78.5031921,university,,
Model High School,17.4253343,78.5238506,university,,
"Don Bosco School, Ravindra Nagar, Sitaphalmandi",17.4251271,78.5220874,university,,
AMARAVATHI SCHOOL,17.4245923,78.5206308,university,,
The Future School (Ekalavya School),17.4213524,78.5211463,university,,
Sarathi School,17.4195609,78.5402016,university,,
Tejasvi Vidyaranya,17.4180277,78.539814,university,,
JSPS Government Homeopathic Medical College,17.3979714,78.5311836,university,,
Pragati Vidya Niketan High School,17.3945106,78.527628,university,,
Sana High School,17.3945164,78.5288257,university,,
Springboard International Pre School - Ramanthapur,17.3950545,78.5308929,university,,
Vaishnavi Olympiad School,17.3953573,78.5305516,university,,
Cardinal Gracious High School,17.3904006,78.5342435,university,,
Krishnaveni Talent School,17.3874395,78.5332759,university,,
Sai Vikas Model School,17.3861566,78.5322703,university,,
SUDHIKSHA PLAY SCHOOL,17.386448,78.5323491,university,,
TS Grammar High School,17.3875962,78.5309909,university,,
Sathya sai high school,17.3826528,78.5299096,university,,
Sri Saraswathi School,17.3813762,78.5170522,university,,
gps school,17.3810378,78.5174638,university,,
Gandhi High School,17.3841524,78.5275797,university,,
Moon Right School,17.3848505,78.5262214,university,,
Old Gandhi High School,17.3849235,78.5255675,university,,
New Patel Nagar AWC,17.3858946,78.5263139,university,,
Divya Jyothi High School,17.3860498,78.5277397,university,,
Shantiniketan High School,17.3852432,78.5273984,university,,
Bharati Vidhya Bhavan School,17.3858925,78.513538,university,,
Sri Nalanda Talent High School,17.3894691,78.5074201,university,,
Moral Educational And Welfare Society,17.3900796,78.5127656,university,,
Knowledge High School,17.3886002,78.5143557,university,,
Kishore Kunj High School,17.3892025,78.514707,university,,
Vivekananda School,17.3871818,78.5151895,university,,
Unison International School,17.3835379,78.5179344,university,,
Bhashyam Model High School,17.3833066,78.5198893,university,,
Suryodaya High School,17.3837426,78.5202366,university,,
Saraswathi Vidyaniketan High School,17.3860223,78.5253082,university,,
"Holy Mary Educational Society( Abacus, Vedic Maths, Calligraphy, Tutorials)",17.3859916,78.5270101,university,,
Sree Sai Baba Vidya Educational Society,17.3868171,78.5291129,university,,
Vignan Jyothi High School,17.3852326,78.5288541,university,,
SAI RAM CONVENT HIGH SCHOOL,17.388468,78.5287184,university,,
Rishi Talent School,17.3879171,78.5275683,university,,
Ananda Jyothi High School,17.3895601,78.5311984,university,,
Little Flower's Play School,17.3904591,78.5154756,university,,
Little Flower's High School,17.390211,78.5160003,university,,
Al Ameen Techno School,17.389789,78.5176432,university,,
St Paul's Model High School,17.3905434,78.5077177,university,,
Sri Vidya Secondary School,17.3918817,78.5090651,university,,
Rose Buds High School,17.3956978,78.5236746,university,,
Swami Dayananda High School,17.3952838,78.5232504,university,,
Owaisi School Of Excellence,17.3930972,78.5202065,university,,
Osmania Model High School,17.3936329,78.5201344,university,,
Mumtaz High School,17.391379,78.5060429,university,,
St.Hannah's High School,17.3933668,78.507368,university,,
T.I.M.E. Kids Preschool- D D Colony,17.3975579,78.5205286,university,,
"Academic Heights Public School, D.D. Colony",17.3977645,78.5193422,university,,
"EuroKids Preschool at Baghamberpet, Best Kindergarten in Hyderabad",17.4031565,78.5203681,university,,
Kaushalya global the complete school DD Colony,17.4027701,78.5202541,university,,
Smartkidz Preschool,17.4019562,78.5194856,university,,
Bachpan Play School D D Colony,17.401498,78.5188486,university,,
Narayana e-techno school,17.4013675,78.5181848,university,,
Primavera Preschool,17.4047002,78.5169313,university,,
Geetanjali High School,17.4052787,78.5161561,university,,
Government High School Jamia Osmania,17.4055679,78.5170252,university,,
Andhra Mahila Sabha School Of Informatics,17.4061463,78.5153434,university,,
Sri Aurobindo International School,17.4055852,78.5148806,university,,
The Mother's Integral School,17.4055388,78.5150104,university,,
Elen kindergarten School,17.3983884,78.5143918,university,,
IQRA High School,17.4186162,78.463343,university,,
Rose School,17.4186487,78.462253,university,,
Nightingale School,17.4172172,78.4628477,university,,
Saviour High School,17.4167139,78.463187,university,,
Master Talent School,17.4134137,78.4616519,university,,
Saraswathi Vidya Mandir High School,17.4136113,78.4641457,university,,
Rockdale Nursery Pre School,17.4162302,78.455753,university,,
A.P.M. School,17.4136159,78.4532113,university,,
Saraswathi shisu mandir,17.4130869,78.4530706,university,,
SARASWATI VIDYA MANDIR SCHOOL,17.4127151,78.4528972,university,,
Sri Saraswathi Vidya Mandir Ps,17.4126316,78.4522655,university,,
Abhyasa School Khairatabad,17.4116427,78.4543627,university,,
Jupiter Play School,17.4112915,78.4543497,university,,
Dayanand High School,17.411246,78.4555535,university,,
Prakash Vidya Niketan High School,17.4111386,78.4565351,university,,
prakasam school,17.4109747,78.4566116,university,,
Sri Ram Sai School,17.4106395,78.4541655,university,,
Hotline High School,17.4114795,78.4615657,university,,
Nishulk Prabhat High School,17.4102426,78.4617494,university,,
Shadan Junior College for Boys,17.4091909,78.4613239,university,,
Shadan Women's College of Engineering & Technology,17.4096032,78.4612074,university,,
CHIREC International School Jubilee Hills Campus,17.4284153,78.3988434,university,,
NRI Academy Jubilee Hills,17.4339646,78.3999765,university,,
The Loharu Montessori Children's House,17.4328865,78.3994454,university,,
Shriram Montessori Road No. 46 Branch,17.4305637,78.3971694,university,,
"Govt Primary School,Jubilee Hills-Masthan Nagar",17.4323904,78.3982658,university,,
SHIVAJI VIDYA PEETH HIGH SCHOOL,17.4223811,78.4037842,university,,
Shriram Montessori House of Children,17.41543,78.4048723,university,,
Little Elly,17.4141797,78.4054691,university,,
Pioneer World School,17.4423925,78.3971119,university,,
St. Mary's Junior College,17.4422085,78.3974119,university,,
The Learningraph,17.4433156,78.3969912,university,,
VelocIITy School,17.4441106,78.3977727,university,,
Iris Florets Madhapur,17.4443981,78.4006274,university,,
Sloka Kindergarten School,17.4361015,78.4136397,university,,
Indian Public School,17.4354043,78.4151125,university,,
"Happy Kids School and International Montessori Teachers Training , PPTC, NTTC COURCES",17.4340723,78.418004,university,,
Sri Sai Ram High School,17.4346594,78.4217025,university,,
Kidzee Jubileehills Play School,17.436004,78.4174383,university,,
Goutham Vidya Niketan,17.4359805,78.4177569,university,,
Little Star high school,17.4377049,78.4143329,university,,
Ekalavya Foundation,17.4470171,78.4097371,university,,
Brilliant Talent High School,17.4482016,78.4111128,university,,
Sai Renu Unique High School,17.4470664,78.4144352,university,,
Joyce: The Play School,17.4365512,78.4269263,university,,
SGB Model High School,17.4376017,78.4282397,university,,
Unique Public School,17.4324097,78.4252678,university,,
Sai Krupa High School,17.4329953,78.4253617,university,,
Sri Sairam High School,17.4344136,78.4249541,university,,
Walter Memorial High School,17.4357487,78.4204287,university,,
STAR GLOBAL SCHOOL,17.4345944,78.4190319,university,,
Disha Schools,17.4338968,78.4199433,university,,
Sri Sai Kiran high School,17.4333617,78.4230964,university,,
Vidya Niketan High School,17.433945,78.4276962,university,,
Amaravathi High School,17.4332692,78.4275719,university,,
Sri Sairam High School,17.4330818,78.4271267,university,,
Sri Sai Saraswathi Vidyanikethan,17.4308888,78.4281653,university,,
Unique Public School,17.4319374,78.4286034,university,,
Sri Sairam High School Main Branch,17.4329259,78.4278769,university,,
Sri Sai Public School,17.4330098,78.4283,university,,
Santharam Public School,17.4305623,78.4291518,university,,
HPS Kids Kamalapuri Colony,17.4303869,78.430006,university,,
Samskar Global High School,17.4352522,78.4286618,university,,
Aishwarya Educational Academy,17.430131,78.4310177,university,,
Brainobrain Hyderabad,17.4306464,78.433941,university,,
Radiant High School,17.4348241,78.439629,university,,
Sri Chaitanya School,17.4372947,78.4412176,university,,
Global kids international school,17.4349108,78.4378621,university,,
MGM INTERNATIONAL SCHOOL,17.4345308,78.4328895,university,,
Kidzee Pre-School,17.4822094,78.2959999,university,,
Raos High School,17.4785088,78.2975931,university,,
Kidzee BHEL LINGAMPALLY,17.4842051,78.2995091,university,,
Thayal Grammer High School,17.4830041,78.3063348,university,,
Raos High School,17.4843865,78.3094556,university,,
sri Sai Chaitanya School,17.4903138,78.3169068,university,,
Vidyaniketan Model High School,17.4891242,78.3190946,university,,
sharada vidyaniketan,17.483293,78.3300281,university,,
Wings Play School,17.4709316,78.3324156,university,,
Sahithi Vidyaniketan High School,17.4824269,78.3183098,university,,
Seeds School - Uranus campus,17.4799375,78.3176485,university,,
Epistemo Vikas Leadership School,17.4685707,78.3038358,university,,
Sadhana Infinity School,17.4755464,78.3029526,university,,
Edsmart Global - Nallagandla,17.4783486,78.3039511,university,,
"EuroKids Preschool at Nallagandla, Most Awarded Kindergarten in Hyderabad",17.4781306,78.3040678,university,,
Akshaya Foundation School,17.478913,78.3102125,university,,
Swami Educational Society-Madurai Kamaraj University,18.9706634,72.8170518,university,,
The Dadar Parsee Youths Assembly High School,19.0179439,72.8535649,university,,
Kendriya Vidyalaya Mankhurd,19.0392488,72.9393322,university,,
"Naval KG School,Mankhurd",19.0391251,72.938827,university,,
"NOFRA, Mankhurd",19.039155,72.9400359,university,,
Atomic Energy Central School -1,19.0408105,72.9200122,university,,
Mahatma Gandhi University Extension Centre,9.4246605,76.5766502,university,,
College of Engineering Cherthala,9.7435828,76.3641163,university,,
Indira Gandhi National Open University Regional Centre,8.4821226,76.9592783,university,,
Parul University,22.2887492,73.3638405,university,,
University College of Engineering,8.5643365,76.8846795,university,,
Sharda University,28.4734073,77.4829339,university,,
Delhi Technical Campus,28.4746766,77.4764806,university,,
Pondicherry University Mahe Centre,11.7028958,75.538159,university,,
Jaya College of Physiotheraphy,13.1230861,80.0460099,university,,
E-1 Block,28.5451643,77.3343636,university,,
E-3 Block,28.5443355,77.3333368,university,,
K-1 Block,28.5457879,77.3351404,university,,
K-2 Block,28.5454107,77.3359596,university,,
K-3 Block,28.5447798,77.3361581,university,,
J-1 Block,28.5444779,77.3353547,university,,
I-1 Block,28.5430926,77.3336792,university,,
1-2 Block,28.5426088,77.3335036,university,,
I-3 Block,28.5425327,77.3330706,university,,
F-1 Block,28.5436771,77.3330489,university,,
F-2 Block,28.5434457,77.3327638,university,,
F-3 Block,28.543135,77.3323741,university,,
J-3 Block,28.5434459,77.3341183,university,,
Patliputra Univerity,25.6023902,85.1594609,university,,
Government Higher Secondary School,26.2889801,94.1186386,university,,
Don Bosco Higher Seconary School,26.2809882,94.1271769,university,,
Central University of Gujarat,23.2451809,72.6619837,university,,
Amity University,27.1734749,75.9553184,university,,
CENTRAL LIBRARY,23.8269023,78.7711252,university,,
Department of General & Applied Geography,23.8280972,78.7723024,university,,
Sikkim Professional University,27.3109734,88.5950683,university,Sikkim,
University,17.5604951,78.4560041,university,,
University,17.428182,78.5334413,university,,
University,9.6734987,76.5572194,university,,
Rastrakavi Maithlisharan Gupt Mahavidyalaya chirgaon,25.5818108,78.8216905,university,,
Amity University Jharkhand (RANCHI),23.3500519,85.3256983,university,,
Cluster University Srinagar,34.0617973,74.8072269,university,,
VINOBA BHAVE UNIVERCITY,24.0221708,85.3766243,university,,
College of engineering pathanapuram,9.0476831,76.9087267,university,,
Zain-Ul-Abedin Budshah Gate University of Kashmir,34.1378846,74.8397908,university,,
Maulana Rumi Gate University of Kashmir,34.1317773,74.8410874,university,,
University of Kashmir Sir Syed Gate,34.1278044,74.836567,university,,
"Amrita Vishwa Vidyapeetham, Ponekkara Heathcare campus",10.0329836,76.2932623,university,Kerala,
"Dharmsinh Desai University (DDU), Nadiad",22.6797254,72.880186,university,,
AIIMS KALYANI,22.9744803,88.5300703,university,,
Suryadatta college of Management,18.5202898,73.7731303,university,,
The Suryadatta Education Foundation,18.5196451,73.773235,university,,
Pondicherry University Port Blair Campus,11.6350555,92.7422118,university,,
Vellore Institute of Technology - VIT Bhopal,23.0755086,76.8497778,university,,
Chaudhary Charan Singh University,28.967017,77.7388619,university,,Meerut
Sri Ram Engineering College Veppampattu,13.1176823,79.9916159,university,,
Meenakshi College of Nursing,9.9474808,78.1621585,university,,
University,25.0183119,85.3784319,university,,
Naval Maritime Academy,18.8952175,72.8105378,university,,
Office of the Controller of Examinations,10.0786496,78.7953615,university,,
ECE Dept.,10.9361883,76.7433221,university,,
CTC / Library,10.9352648,76.7432827,university,,
Dove Building,10.9352754,76.7426641,university,,
CSE Dept.,10.9335548,76.7431147,university,,
BioTech Dept.,10.9361553,76.7425672,university,,
Agri Dept.,10.9365883,76.7412051,university,,
Civil Dept.,10.9354608,76.744073,university,,
Aerospace Dept.,10.9343679,76.7449195,university,,
EEE Dept.,10.9362795,76.7418033,university,,
Media center,10.9346719,76.7431953,university,,
"Regional Center-Kannur, KUFOS",12.0912381,75.200602,university,,
Mumbai University,16.9956538,73.3301397,university,,
"Kannada University, Hampi",15.2815718,76.4834122,university,,
Kerala university of fisheries and ocean studies,9.9116003,76.3164245,university,,
Biswa Bangla Biswabidyalay,23.6394895,87.6786949,university,,
P.V. Narsimha Rao Telangana Veterinary University Administrative Office,17.3262463,78.4094032,university,,
ground,13.0614063,80.279333,university,,
"Govt Arts and Science College, Thrithala",10.7676408,76.0968289,university,,
KIIT Main Gate Security Room,20.3534889,85.8192844,university,,
Centre for Developemtn Studies and Activities,18.5075067,73.770818,university,,
University,18.5377942,73.8335456,university,,
St Joseph's Convent School,20.9970905,75.5536167,university,,
Podar International School,21.0133512,75.5639734,university,,
Nandanibai Girls School,21.0103053,75.5617874,university,,
Mj College,21.0000302,75.5546438,university,,
St Lawrence High School,21.0016044,75.569905,university,,
Department of Politics and Public Administration,18.5517146,73.8258085,university,,
Department of Law,18.5469747,73.8289406,university,,
University Press,18.5477342,73.8283583,university,,
উত্তরবঙ্গ বিশ্বাবিদ্যালয়,26.7097085,88.3538182,university,,দার্জিলিং
MUHS Administrative Building,20.0786941,73.8027874,university,,
University,18.5023768,73.7700102,university,,
R Square Academy,13.1211345,80.1486086,university,,
"R Square Academy for Tnpsc, Tnusrb SI, Tet, Police, Ssc, Rrb, Bank Exam Coaching Centre",13.0307877,80.1638766,university,,
United University,25.3957121,81.7583556,university,,
Gokhale Institute of Politics & Economics,18.5208688,73.8327706,university,,
Institute of social science,28.5316826,77.1495711,university,,
Sanskriti University,27.6888985,77.5184926,university,,
Christian Medical College,12.879059,79.1305932,university,,
BNG Hotel Management Institute,22.5852933,88.4399992,university,,
MVN University,28.0155993,77.3339873,university,,
Sandip Institute of Pharmaceutical Sciences,19.9634818,73.6686905,university,,
Z. P. Primary school,21.2712864,79.396101,university,,
ad ground,26.9127474,75.8089685,university,,
aerobic club,26.912342,75.8086293,university,,
Dancing hall,26.9138394,75.8119546,university,,
Runner ground,26.9129585,75.8098886,university,,
brsnc college,22.7642174,88.3556768,university,,
barrackpore rastraguru surendranath college,22.7645811,88.3557939,university,,
